tmdb_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49
174,-0.135360,-0.013115,-0.069155,-0.109116,0.101150,0.003753,-0.041479,0.191296,0.009757,-0.045015,0.031229,-0.087019,0.195935,0.107330,0.085461,0.148429,0.073305,-0.146235,-0.013659,0.160025,0.051735,0.126876,-0.038343,-0.070870,-0.074028,-0.135966,-0.158854,0.105826,-0.166284,-0.077913,0.132320,-0.045885,0.115558,-0.121807,-0.015186,0.060870,-0.161395,0.001245,0.171044,-0.134253,-0.024406,0.010955,-0.062799,0.096022,0.264860,0.262271,0.136070,-0.129185,-0.326593,0.484405
172,-0.138641,0.018752,-0.070943,-0.069214,0.092940,-0.024966,-0.073702,0.198810,0.002346,-0.004412,0.014018,-0.090110,0.186371,0.083862,0.101930,0.155006,0.058252,-0.151018,-0.019465,0.124635,-0.026925,0.180430,-0.054578,-0.032310,-0.018341,-0.133060,-0.148036,0.078844,-0.168729,-0.090271,0.123295,-0.055504,0.147970,-0.091491,0.029657,0.064524,-0.241413,-0.060235,0.126324,-0.125034,-0.025354,0.044713,-0.068912,0.094076,0.278664,0.245611,0.170508,-0.142603,-0.297006,0.480335
157,-0.135490,0.027510,-0.069508,-0.095074,0.090338,0.003684,-0.055589,0.179547,-0.005261,-0.043318,0.023945,-0.070025,0.182649,0.085539,0.078877,0.134314,0.058224,-0.142883,-0.011612,0.143532,-0.006552,0.179325,-0.058209,-0.041622,-0.043070,-0.137137,-0.143253,0.096922,-0.169154,-0.065871,0.128660,-0.032613,0.130635,-0.070354,0.022145,0.049397,-0.202075,-0.023094,0.149287,-0.095571,-0.013296,0.048324,-0.076510,0.060552,0.307328,0.251205,0.117535,-0.161109,-0.332125,0.500786
11967,-0.002470,0.096108,0.088103,-0.014161,-0.088871,-0.024286,0.026956,-0.021626,-0.082791,0.049809,-0.025204,-0.113626,0.071683,0.024599,0.041862,0.085671,-0.065923,0.029177,0.014074,0.025071,-0.014985,0.130994,-0.045988,0.028368,0.049058,0.002825,-0.004256,-0.003745,0.042234,-0.084620,0.019571,0.222326,0.110599,0.048064,0.004431,-0.038936,-0.334525,-0.044794,-0.089882,0.003209,0.030853,-0.069505,0.137491,0.141803,0.218567,0.094438,0.196343,-0.207344,-0.429950,0.584722
578,-0.058770,-0.018953,-0.040403,-0.012793,-0.006934,0.050881,0.073082,0.035737,-0.044140,0.002019,0.031367,0.052502,0.016903,-0.037000,0.002050,-0.057914,0.044822,-0.013370,0.083934,-0.038407,-0.011281,0.008116,0.041087,-0.013477,-0.000414,0.078226,-0.051848,-0.035623,0.012584,0.130632,-0.009334,0.111383,-0.107722,0.157182,-0.021242,-0.071517,-0.037104,-0.155752,0.019509,0.152808,0.055846,0.075555,-0.016064,0.005910,0.238861,0.086029,-0.069602,-0.210011,-0.303645,0.784792
579,-0.070202,0.052533,0.030821,0.043402,-0.003627,-0.044781,0.048406,0.078402,-0.064802,0.082238,0.021566,-0.004299,0.043607,-0.027506,0.089220,0.107750,0.049356,-0.040261,0.062099,-0.063315,-0.033056,0.097912,0.044816,0.042259,0.051562,0.003104,-0.046223,-0.060114,-0.022320,0.073961,-0.048040,0.119589,-0.045599,0.098750,0.004814,-0.043115,-0.368697,-0.245225,-0.090209,-0.070594,-0.060105,-0.020894,0.046128,0.143219,0.260029,0.062613,0.234616,-0.253637,-0.374581,0.554153
10802,-0.016560,-0.099324,0.076465,0.161641,0.006873,-0.051587,0.072012,-0.014893,0.025248,0.021136,-0.067646,-0.045284,-0.047399,-0.002832,0.037415,0.070351,-0.121682,-0.057979,0.106943,-0.082029,-0.025102,0.084157,-0.147875,-0.101074,0.008668,-0.005509,0.061733,0.003455,-0.024825,0.003438,-0.098616,0.013922,0.062795,0.082438,0.000910,-0.021916,-0.178543,0.032066,-0.186893,-0.133430,-0.092104,-0.017146,-0.122267,0.122112,0.035629,-0.345211,0.344001,0.170589,-0.357316,0.558392
1412,0.061848,0.176641,-0.011192,-0.016925,-0.069899,-0.091802,-0.033329,0.041090,-0.048865,0.046984,-0.140635,-0.026226,0.110191,0.034347,-0.056723,0.021742,-0.006273,0.006886,0.060449,-0.009755,-0.073992,0.040615,-0.062855,0.086370,0.009231,-0.113735,0.078336,-0.067256,-0.099528,0.037352,-0.126574,0.017615,0.015527,0.071197,0.186056,-0.052157,0.017316,0.101903,-0.074219,-0.107656,-0.081838,0.103362,0.015623,-0.271929,0.204888,-0.227599,-0.156099,-0.320614,-0.416184,0.525872
403,0.053784,0.065454,0.024467,0.056621,-0.025288,-0.110357,-0.019200,-0.001585,0.031001,0.033675,-0.057159,0.004301,-0.010610,0.055623,-0.102231,-0.011891,-0.035800,-0.025716,0.004327,0.091267,-0.153166,-0.006923,0.019164,0.125468,0.107415,-0.058384,-0.021320,-0.043381,-0.000274,-0.096261,0.044262,0.020206,-0.016733,0.076269,0.177149,-0.031481,-0.143138,0.003447,0.066253,0.016759,-0.042455,0.127951,0.219583,-0.366769,0.086203,-0.106330,0.026568,-0.328336,-0.346198,0.605123
8224,0.021470,0.040807,0.082979,0.057274,-0.048910,-0.003066,-0.040564,-0.000724,0.056093,0.020138,0.007290,-0.006516,0.064041,-0.066073,0.091806,0.098038,0.047556,-0.042507,-0.062200,-0.083599,-0.034311,-0.112919,-0.024501,0.013604,0.081366,-0.016840,0.064951,-0.018174,0.028193,-0.001673,-0.094530,0.105352,-0.084655,0.004065,0.015849,0.033878,-0.126565,-0.109079,-0.108007,-0.146062,-0.137844,-0.081374,0.175476,0.325970,-0.017450,-0.168204,0.259603,-0.344593,-0.167479,0.645467
4951,0.046827,0.105896,-0.048055,0.003177,0.025209,0.099405,-0.101347,-0.127909,0.077000,-0.052913,0.043882,-0.077979,-0.055742,-0.139405,0.022037,0.023507,0.032418,0.008563,0.085823,0.030878,0.070501,-0.045749,-0.085575,0.002194,-0.141297,0.143040,-0.074673,0.083888,0.054778,0.157913,-0.140029,0.037644,0.147667,-0.089359,-0.015073,0.186872,-0.072064,-0.111243,-0.040765,0.023607,-0.010708,-0.318392,0.049715,-0.220337,-0.248863,0.000337,0.283154,-0.189100,0.024777,0.604367
1844,-0.026350,0.090510,0.037511,0.027623,0.029592,0.110913,-0.054022,0.058153,0.094628,-0.058585,-0.074324,-0.085667,-0.013403,-0.096304,0.095047,0.033402,-0.050914,-0.082095,-0.045690,-0.118389,-0.083276,-0.081733,0.002423,0.023995,0.045071,0.107253,-0.052230,0.068994,0.115461,0.096417,-0.083106,-0.050097,0.029865,-0.259392,-0.058457,0.083171,-0.114586,-0.031399,-0.014265,-0.086037,-0.114280,-0.105733,0.319201,0.142566,-0.057435,0.049269,0.293695,-0.252709,-0.190847,0.626865
1073,-0.008805,0.109051,0.022779,0.015067,0.007244,0.096166,-0.047024,0.096089,0.146594,-0.022001,-0.076735,-0.056765,0.052826,-0.103615,0.064821,0.055009,-0.098796,-0.105374,-0.088716,-0.103060,-0.072308,-0.096907,-0.088130,-0.018743,0.090269,0.070994,-0.065482,0.023846,0.023714,0.138948,-0.090946,0.037618,-0.188855,-0.129687,-0.027861,0.093020,-0.065744,0.062334,-0.027787,-0.100544,-0.160111,-0.158184,0.287232,0.155963,-0.083043,-0.116713,0.105394,-0.324006,-0.272798,0.596234
1911,0.060864,0.041235,0.008478,0.023968,-0.008868,-0.000955,-0.033770,0.057707,-0.005131,-0.034623,-0.037005,-0.104281,0.009412,-0.040527,0.086605,0.076841,-0.079528,0.048532,0.014149,-0.081938,-0.033878,0.063408,-0.061663,0.025134,-0.089651,0.173399,-0.054181,0.136618,0.111574,-0.064197,0.013225,-0.019277,-0.044842,-0.224352,-0.020798,0.081084,-0.145353,-0.087250,-0.020842,-0.132041,-0.220763,-0.059761,0.135267,0.324213,0.028389,0.153034,0.239839,-0.246871,-0.180004,0.634035
9576,0.060745,-0.028465,0.008329,0.041178,-0.007304,-0.078580,-0.003120,0.027733,0.018203,-0.014074,0.097675,0.033767,-0.082913,0.052086,-0.107505,-0.031972,-0.014389,0.053195,-0.068982,0.006715,-0.149652,0.120305,0.058378,0.069544,0.070339,-0.011993,0.030508,-0.137602,-0.050215,0.089675,0.014056,-0.061555,0.022178,0.066905,-0.015820,-0.004738,-0.135736,0.081362,0.063314,0.001336,-0.109347,0.154659,0.060376,-0.305467,-0.045616,-0.112196,0.035090,-0.419559,-0.290484,0.646106
470,-0.009025,-0.017154,0.075991,-0.024924,-0.040940,0.089062,-0.031210,0.021788,0.003638,-0.096520,0.114426,-0.038305,0.084744,0.015003,0.049702,-0.047120,0.045065,0.001819,0.017498,-0.015672,0.042458,0.030528,-0.066552,0.018365,0.188213,-0.096112,0.055218,-0.023706,-0.004784,-0.068109,-0.097986,0.072396,-0.097378,0.066614,-0.059351,0.070836,0.096576,-0.052399,0.108842,-0.161689,0.059402,0.197184,-0.040976,0.163764,-0.225074,-0.402381,-0.065283,-0.258040,0.141808,0.649127
10096,0.057238,-0.004762,-0.079473,-0.075791,0.070080,0.092477,-0.047141,-0.111308,0.028389,0.092124,0.054857,0.002525,-0.057845,-0.086034,0.024583,-0.095806,-0.000074,-0.014894,0.095813,0.172195,0.035528,-0.050086,-0.077183,0.024784,-0.167848,-0.003313,-0.006980,-0.051101,-0.100439,0.189703,-0.030495,0.175444,0.196325,-0.010008,-0.055771,0.285827,-0.002183,-0.228138,-0.090129,0.025885,0.005436,-0.075672,0.014018,-0.335577,-0.143125,-0.091865,0.390768,-0.147994,0.221541,0.458514
1562,-0.016595,0.055181,-0.049149,0.085384,-0.069950,-0.000241,0.059431,0.004954,-0.008549,-0.008590,0.115999,0.099041,0.153732,-0.072436,-0.051081,0.023652,-0.016990,0.095198,-0.020681,-0.018642,-0.057129,-0.066739,0.095587,-0.038635,-0.055000,0.114126,-0.032147,-0.039122,0.038796,0.009164,0.072495,-0.028434,-0.167975,0.069429,0.281002,0.171943,0.093013,-0.095960,-0.020341,0.014581,0.005208,0.038923,-0.138637,0.298658,0.138805,-0.152911,0.189756,-0.111874,0.375878,0.604863
3021,-0.019130,-0.009364,-0.027108,-0.033674,-0.009623,0.023448,0.034755,0.047533,-0.007420,0.044269,0.044583,0.122510,0.117704,-0.025175,-0.060600,0.073658,-0.063447,0.122516,-0.077488,-0.092604,-0.054356,-0.076207,0.059832,-0.060227,-0.038371,-0.045554,-0.076816,-0.118086,0.083427,0.029065,0.027687,0.025782,-0.181630,0.099643,0.226827,0.198045,0.089864,-0.250488,-0.071459,0.017344,-0.044488,-0.028226,-0.066638,0.189079,0.138244,-0.220904,0.278762,-0.136173,0.372889,0.559254
10398,0.009171,0.083408,0.056592,0.019208,0.041242,0.094454,0.008472,0.066190,0.118079,-0.015620,-0.071827,-0.138794,0.000599,-0.087725,0.056093,0.019335,-0.104232,-0.098993,-0.053579,-0.064999,-0.108944,-0.097554,-0.008840,0.037569,0.045764,0.163028,-0.099142,0.015684,0.092222,0.206978,-0.088127,-0.015096,-0.049626,-0.167845,-0.045976,0.134854,-0.172331,-0.057231,-0.024679,-0.063085,-0.086154,-0.149968,0.375206,0.054027,-0.116038,0.009388,0.267731,-0.248654,-0.242810,0.554652
10402,-0.113405,0.047092,0.050338,0.014725,0.021510,-0.085922,-0.096717,-0.039170,0.051363,0.056158,-0.020818,-0.082665,-0.006970,0.032050,0.028834,-0.030280,-0.040812,-0.032107,-0.001450,-0.047644,-0.021526,-0.082428,-0.056793,-0.000004,0.009853,0.046642,0.123034,-0.039040,-0.048522,-0.045167,-0.034497,-0.118982,0.011552,0.002784,-0.045898,0.126238,-0.195301,-0.111284,-0.246439,0.122116,-0.024459,-0.287943,0.098973,0.158851,-0.137511,-0.017222,0.403401,-0.298473,-0.104321,0.590446
11065,-0.028943,0.000589,-0.042215,0.013380,-0.087551,-0.055290,-0.063006,-0.050556,0.104037,0.143389,-0.064515,-0.120824,0.071080,0.020743,-0.040985,-0.008390,0.081634,0.041164,-0.092564,0.104420,0.118696,-0.058943,-0.101435,0.103603,0.071571,-0.020829,0.108989,0.043719,-0.014501,0.208714,-0.033923,-0.075763,-0.060004,0.144574,-0.158957,0.267683,-0.117553,0.066465,-0.178490,-0.154871,-0.124624,-0.057773,0.110396,-0.020877,-0.276741,-0.184766,0.246965,-0.392478,-0.135048,0.463857
11812,0.000676,-0.010026,0.001077,-0.021962,0.005403,0.005232,-0.104305,-0.076036,0.090220,0.164069,0.016130,-0.069714,0.002878,-0.042821,0.006068,-0.018893,0.042074,0.042689,0.013260,0.121171,-0.017045,-0.066711,-0.034258,0.046016,-0.085241,-0.002052,0.132988,-0.066036,-0.020212,0.205807,-0.075791,0.022830,0.180542,0.100880,-0.098430,0.345342,-0.067917,-0.170433,-0.184711,-0.049411,-0.059233,-0.116112,0.103531,-0.092322,-0.249040,-0.134835,0.417279,-0.293301,0.025053,0.465083
1599,-0.012324,-0.070787,0.083900,0.092297,0.005155,0.057049,-0.034854,0.059033,-0.007576,-0.019544,-0.058513,0.018132,0.019808,0.036920,0.045171,-0.079186,0.010337,-0.013217,0.032952,0.065580,0.191029,-0.052594,0.010404,0.057469,0.110563,0.029852,-0.023458,-0.043312,-0.123127,-0.069707,0.001724,0.000655,0.017024,0.042823,-0.039765,0.238777,-0.037323,0.207560,0.010298,-0.037787,0.141685,0.019591,-0.303684,0.018900,-0.235916,-0.335421,0.014452,-0.356015,0.083675,0.592664
9779,0.069723,-0.062658,-0.107065,-0.092213,0.025344,0.071419,-0.032577,-0.063055,0.100759,0.129772,0.021584,0.003822,-0.111158,-0.141348,0.027243,-0.139205,-0.001848,-0.024685,0.052474,0.207713,0.069593,-0.004902,-0.083271,0.036865,-0.183387,-0.034216,-0.072023,-0.054505,-0.067934,0.143690,-0.051408,0.260253,0.186950,-0.027445,-0.070575,0.335581,0.010370,-0.211782,-0.075600,-0.014882,0.003120,-0.035877,0.002727,-0.400897,-0.116980,-0.112547,0.346029,-0.149340,0.178553,0.340267
1690,-0.027631,0.000145,-0.021011,0.027252,-0.061082,0.021759,0.031410,0.044680,-0.041288,0.030005,0.065468,0.111273,0.163712,-0.072798,0.014482,0.083457,-0.035172,0.075338,0.021287,-0.098696,-0.008199,-0.037643,0.159611,-0.019204,-0.035418,-0.028481,-0.011721,-0.093106,0.028508,0.021159,-0.037130,0.005361,-0.230525,0.178772,0.162384,0.213424,0.053922,-0.263843,-0.161496,0.034460,-0.030506,-0.026160,-0.090316,0.286780,0.077593,-0.239805,0.267618,-0.202305,0.266090,0.527863
1381,-0.002449,0.005490,-0.001013,0.018146,-0.026545,0.116312,-0.032932,-0.057008,-0.018129,-0.005100,-0.069999,-0.017909,-0.034940,0.020830,-0.021437,0.000362,-0.077937,0.147321,-0.093371,-0.053465,0.020620,-0.089318,-0.042808,-0.046630,0.083519,0.003833,-0.060256,-0.003690,0.056967,-0.149848,0.018241,-0.030282,-0.071456,-0.055246,0.146547,0.185765,0.060902,-0.097998,0.174233,-0.184114,0.011032,0.054955,-0.227277,0.189926,0.062833,-0.306135,0.062716,-0.162971,0.380926,0.614967
35,0.015365,0.067152,-0.005005,0.013020,-0.011521,-0.007522,-0.047435,0.159183,-0.049657,-0.022679,-0.019344,0.081498,0.013686,0.067271,-0.059442,-0.023821,-0.046063,-0.068700,0.024408,-0.080478,-0.085864,-0.028766,0.101493,-0.023177,0.018213,0.013152,0.066656,0.042183,-0.136472,-0.088222,-0.057498,0.035862,-0.083717,-0.134664,0.092562,-0.000035,0.083394,-0.092707,-0.088178,0.149635,0.121697,0.013947,-0.232906,0.011433,-0.008308,-0.079209,0.225874,-0.096424,0.413685,0.700851
11517,-0.020310,-0.102993,0.116972,0.140701,0.031313,-0.157067,0.110773,0.042865,-0.018236,0.053435,-0.074619,-0.111466,0.079372,0.021833,0.035681,0.079148,-0.160134,-0.100542,0.044066,-0.131219,0.040429,0.004072,-0.149135,-0.060479,0.013897,0.022871,0.085516,-0.088415,0.037797,0.034008,-0.056227,0.091221,0.126152,-0.031845,-0.112213,-0.052324,-0.222670,-0.019686,-0.182218,-0.189020,0.056857,-0.015372,0.048261,0.246032,0.090533,-0.183033,0.391239,0.173661,-0.365198,0.438280
1710,-0.038642,-0.074012,0.146378,0.109117,0.020091,-0.011213,0.091143,0.063960,0.024910,-0.017998,-0.039722,-0.010855,-0.005033,0.030980,0.021651,0.084040,-0.118916,-0.118517,0.033027,-0.071910,-0.023853,-0.036131,-0.084377,-0.119456,0.008550,-0.011257,0.043687,0.030514,0.061575,0.141385,-0.038224,0.176689,0.045768,0.128821,0.008422,-0.080463,-0.116074,0.023495,-0.148303,-0.237870,-0.078322,-0.020566,0.021440,0.101577,0.046791,-0.300156,0.283195,0.201380,-0.470226,0.499079
577,-0.068240,-0.012071,0.006342,-0.002318,0.046624,0.042886,0.087899,0.024163,-0.017984,0.036481,-0.087371,-0.027285,0.028445,0.035519,0.006094,0.000859,-0.115740,0.001009,0.060915,-0.043841,0.014378,0.074110,-0.034438,-0.113411,-0.073632,-0.120585,0.147322,0.045155,-0.043268,0.081411,-0.119487,0.039967,0.013571,0.094947,0.139227,-0.075335,0.004132,0.254711,-0.196642,-0.213509,-0.114027,-0.084062,-0.053185,-0.140425,0.099937,-0.354569,0.093878,0.008144,-0.503480,0.489623
10530,-0.075456,-0.092453,0.078107,0.065451,0.097089,-0.014348,0.069162,0.008961,-0.059951,-0.050245,-0.025623,0.048322,-0.030947,-0.070542,-0.024133,-0.127212,0.053902,-0.101494,0.044941,0.142644,0.090504,0.039002,-0.057109,-0.062139,0.022591,-0.060128,0.051671,0.192179,0.273195,-0.004841,-0.049207,-0.133116,-0.059114,-0.056287,-0.017090,-0.047112,-0.102041,-0.239269,-0.053599,-0.068354,-0.021003,-0.044177,-0.238911,-0.275119,-0.076994,-0.040259,0.390396,0.160038,-0.168732,0.551858
13685,-0.067837,0.029914,0.032757,-0.034704,0.080906,0.011145,0.063587,-0.013841,-0.039242,0.093877,-0.131616,-0.010867,-0.002021,0.021150,0.044053,-0.039897,0.039937,0.082505,-0.030774,-0.009724,0.211191,0.002750,-0.073970,-0.008871,0.008395,-0.039523,0.028030,-0.059907,-0.130153,-0.072204,-0.067127,0.002455,-0.088317,0.036871,-0.085315,0.050034,0.006255,0.370816,-0.173283,-0.000070,0.067313,-0.168456,-0.216876,0.006313,0.004487,-0.297156,-0.107167,-0.360541,-0.184916,0.571648
9302,-0.013984,0.029627,0.052589,-0.007778,0.043602,0.006769,-0.099670,0.036866,0.036312,0.017791,-0.043403,-0.030615,-0.069209,-0.116744,-0.065415,-0.018590,-0.088217,0.040776,-0.048459,0.049475,-0.088972,0.035088,-0.011214,0.077179,-0.003209,0.105860,-0.016177,-0.125763,0.039933,0.083612,0.115859,-0.074439,-0.019511,0.072562,0.032930,-0.090177,0.002299,-0.005540,-0.217993,-0.562638,0.458000,-0.107820,0.100026,-0.144956,0.064488,-0.121599,0.215752,0.120930,-0.317613,0.242202
10329,0.011727,-0.137714,0.096532,0.070397,0.052610,-0.084348,0.101095,0.053782,0.011578,0.041595,0.036107,0.023647,0.057762,0.021574,0.045152,0.031149,-0.088561,-0.060577,0.086270,-0.024375,0.005398,-0.041632,-0.158906,-0.109563,0.015164,0.053172,-0.092454,0.053342,-0.012216,0.010710,-0.007182,-0.031698,0.040377,-0.019870,-0.075419,-0.014344,-0.197178,0.005787,-0.004737,-0.064168,-0.086819,0.027246,-0.141454,0.180656,0.056552,-0.192190,0.390469,0.371090,-0.439964,0.472207
9344,-0.015603,0.081235,0.004296,0.125494,-0.083748,0.057265,0.031589,-0.029198,-0.000544,0.005892,-0.156374,-0.036329,0.018020,0.036549,0.020459,0.040497,0.104784,-0.016387,0.079014,-0.053219,0.120022,0.078864,-0.141807,-0.011990,0.034163,-0.103811,0.126840,0.077459,-0.079565,-0.068747,-0.158819,0.132713,-0.094594,0.172128,0.060533,-0.001725,0.016198,0.078101,-0.230409,-0.159856,-0.055562,-0.175714,-0.139874,0.126965,-0.021524,-0.394007,0.008872,-0.146165,-0.266689,0.584318
76,-0.037186,0.034504,-0.006355,0.058365,0.023009,0.105868,-0.054123,-0.111061,-0.092487,-0.022824,-0.111782,-0.148456,-0.044103,-0.037647,-0.010144,0.079137,-0.033075,0.066035,0.147803,-0.040191,0.105041,0.005855,-0.008949,-0.079962,-0.000930,-0.127722,0.063760,0.025589,-0.009510,-0.031054,-0.192309,0.106130,0.060517,0.022503,-0.035754,0.094583,0.053272,0.100060,0.103778,-0.257803,0.021282,-0.009332,-0.094300,-0.180531,-0.001794,-0.476095,-0.023984,-0.160789,-0.016899,0.630052
854,0.026036,-0.083366,-0.036826,-0.059644,-0.047120,-0.133641,-0.012074,0.017454,0.004161,0.014577,0.037613,0.015031,-0.053124,0.051668,-0.002205,-0.025772,-0.059693,0.011913,-0.007739,-0.059086,0.009797,0.023700,-0.070468,-0.099586,0.036107,-0.041026,0.064984,-0.058728,-0.001017,-0.029676,-0.176115,-0.105335,0.030107,-0.038110,0.020872,-0.107449,0.025288,-0.082816,0.042035,0.092291,-0.003835,-0.037578,-0.171982,0.050062,-0.076470,-0.089875,0.300277,0.326489,-0.310227,0.714064
8987,-0.013164,-0.040230,0.079843,-0.010811,0.066153,0.006973,0.013240,0.047975,0.006316,-0.018560,-0.067040,0.012926,-0.025591,-0.036289,-0.054554,-0.055863,-0.094647,-0.065326,-0.023051,-0.047861,-0.032477,0.053403,-0.010121,0.013328,-0.022996,0.103835,-0.026276,-0.129305,-0.008200,0.076932,0.095330,0.003181,-0.065070,0.061105,-0.041601,-0.115015,-0.028792,0.008071,-0.199316,-0.489722,0.377909,-0.052311,0.060838,-0.018009,0.108915,-0.161869,0.260388,0.167792,-0.405003,0.395805
11934,-0.038004,-0.056074,0.012551,-0.057255,0.077806,0.062836,0.078889,0.059431,-0.034756,-0.003370,-0.081626,-0.030143,-0.026950,0.044291,0.062036,0.016389,-0.058276,0.039172,-0.012922,-0.088982,0.119666,0.060082,-0.054278,-0.149155,-0.076645,-0.124138,0.146505,0.032517,-0.044770,-0.052653,0.011077,0.004794,0.061221,0.006177,0.093550,-0.058237,0.000063,0.286660,-0.136279,-0.106272,-0.081321,-0.072219,-0.202341,-0.065266,0.097140,-0.270058,0.024083,-0.072207,-0.450747,0.612718
9800,-0.037830,-0.088413,-0.030146,0.074600,0.007140,0.066913,0.012430,0.028633,-0.016900,-0.085052,-0.111595,0.006465,-0.023446,-0.016424,-0.011828,0.049037,-0.041373,-0.188785,-0.056113,0.041822,-0.031514,0.104698,-0.007783,-0.115573,0.048552,0.080094,0.162646,0.069107,0.013291,-0.059002,0.037882,0.048529,0.003591,0.191771,0.148858,-0.084863,0.035994,0.022221,0.033750,-0.096994,0.013698,0.080749,0.087877,-0.161714,-0.065339,-0.330882,0.134798,0.213082,-0.371347,0.637207
1245,-0.020027,-0.014966,0.022980,-0.004080,0.052545,0.099446,-0.062895,0.062224,-0.083784,-0.026998,-0.151983,0.042241,0.028927,0.003957,-0.112435,0.036688,-0.083576,-0.082780,0.040029,0.002015,-0.070754,0.096322,0.104773,-0.049807,-0.131209,-0.029537,0.192319,0.132782,0.019204,-0.007553,-0.010258,-0.039301,0.027629,0.052094,0.244466,-0.020529,0.101061,0.165788,-0.072017,-0.226499,-0.122837,0.154622,-0.002993,-0.314202,0.117470,-0.349348,0.015228,0.122591,-0.433837,0.421919
11592,-0.015916,-0.052419,0.018463,0.033286,0.042037,-0.099156,0.111597,0.113170,0.041934,0.058397,-0.076356,-0.020022,-0.016303,0.074131,0.134915,0.044076,-0.071198,-0.008152,0.048311,-0.104538,0.127250,0.134785,-0.056094,-0.119764,-0.063314,-0.075008,0.122758,-0.034104,-0.032001,0.122805,-0.159614,0.012295,0.009581,0.118598,0.128261,-0.057215,-0.148414,0.048455,-0.194319,-0.176809,-0.112527,-0.145616,-0.188338,-0.033206,0.137120,-0.273930,0.172696,0.033978,-0.485360,0.474791
9607,-0.026147,-0.126368,0.018416,0.102479,0.094184,-0.179734,0.049347,0.063812,-0.042516,0.071284,-0.058233,-0.099025,0.027480,0.115839,0.063656,0.027831,-0.012800,-0.055035,0.057055,-0.017720,0.165736,0.067181,-0.078066,-0.097550,0.008445,-0.053846,0.020755,0.022635,0.013062,-0.055517,-0.023806,-0.128367,0.019522,-0.075599,-0.006122,0.054285,-0.261445,-0.148550,-0.101163,-0.096353,-0.014524,-0.159476,-0.246123,0.225664,0.082875,0.051856,0.390355,-0.012853,-0.278130,0.558170
319,0.046712,-0.068116,-0.006994,0.084794,0.015988,0.110248,0.150999,-0.045918,-0.057712,-0.045004,0.001361,-0.036873,-0.032289,0.039303,-0.003003,0.060597,-0.038864,0.027361,0.066484,-0.046879,0.079248,0.102090,-0.057092,-0.070490,-0.093825,-0.064154,0.101062,0.096509,0.054853,0.004525,-0.080756,0.273962,0.060517,0.066760,-0.020433,-0.093213,0.040220,0.156156,-0.159944,-0.049878,-0.056093,-0.065090,-0.096249,0.232348,0.090276,-0.308314,-0.006421,0.029829,-0.336315,0.652378
11446,-0.027039,0.112034,-0.035431,-0.078675,0.022507,-0.037765,0.051255,-0.004381,0.002341,0.096311,-0.123538,0.016972,0.067318,0.057966,0.036043,-0.067535,0.072005,0.104012,0.063600,-0.014229,0.123717,0.043793,-0.027760,0.012009,-0.028208,-0.110299,0.053501,-0.011785,-0.113201,0.026156,-0.145558,0.024033,-0.125509,0.082286,0.169741,-0.000668,0.137097,0.247904,-0.204636,-0.195825,-0.058513,-0.254821,-0.096593,-0.184094,0.042534,-0.272156,-0.128497,-0.275659,-0.366012,0.469855
9304,-0.057545,0.028223,0.026303,-0.034529,0.043286,-0.083334,-0.096141,0.022382,0.084659,0.042660,-0.006228,-0.090173,-0.059211,-0.011639,0.053812,-0.045173,-0.061213,0.049617,-0.050810,-0.022280,-0.031430,0.008581,-0.072407,0.031711,0.031041,0.034808,-0.029978,-0.174547,-0.050933,0.014266,0.136679,-0.086449,-0.020958,0.041858,-0.015910,-0.079834,-0.102745,-0.010754,-0.257681,-0.408463,0.456252,-0.207589,0.039141,0.003698,0.048979,-0.029378,0.280004,-0.033343,-0.312867,0.429446
9100,0.025031,0.047830,0.017159,0.075791,-0.037551,-0.091597,-0.017120,0.011760,0.085700,0.061129,-0.005739,-0.026368,-0.061428,0.003636,0.127640,0.061356,0.068597,0.083862,0.083575,-0.014711,0.090075,0.061101,-0.032318,0.011158,-0.040578,0.063585,-0.148098,-0.084525,0.025815,0.118478,0.056991,0.078357,-0.050817,0.143701,0.091220,0.020705,-0.142887,-0.144686,-0.260886,-0.367249,0.168141,-0.331258,-0.076618,0.062927,0.010201,-0.038217,0.280909,-0.114237,-0.259193,0.519176
3595,-0.036845,0.055978,0.038192,-0.039490,0.007147,0.002515,-0.037909,-0.022163,0.042920,-0.059686,-0.012104,-0.027125,-0.010348,-0.003838,-0.008236,0.006539,0.010631,-0.042386,-0.042275,0.005344,-0.042929,-0.126951,0.015724,0.024978,0.033598,0.053424,-0.047861,-0.115015,0.021052,0.029248,0.129809,0.086346,-0.030049,0.062424,-0.046362,-0.163602,-0.008049,-0.009159,-0.150837,-0.360528,0.352338,-0.083395,0.230027,0.097526,0.035112,-0.015843,0.262647,-0.066966,-0.348885,0.582696
